date,home_team,away_team,home_abbr,away_abbr,arena,home_score,away_score
2023-10-20,Indiana Pacers,Cleveland Cavaliers,IND,CLE,Gainbridge Fieldhouse,109,104
2023-10-20,Orlando Magic,Flamengo Flamengo,ORL,FLA,Amway Center,109,76
2023-10-20,Philadelphia 76ers,Atlanta Hawks,PHI,ATL,Wells Fargo Center,120,106
2023-10-20,Toronto Raptors,Washington Wizards,TOR,WAS,Scotiabank Arena,134,98
2023-10-20,Dallas Mavericks,Detroit Pistons,DAL,DET,American Airlines Center,114,104
2023-10-20,Houston Rockets,Miami Heat,HOU,MIA,Toyota Center,110,104
2023-10-20,Milwaukee Bucks,Memphis Grizzlies,MIL,MEM,Fiserv Forum,124,116
2023-10-20,Golden State Warriors,San Antonio Spurs,GSW,SAS,Chase Center,117,122
2023-10-24,Denver Nuggets,Los Angeles Lakers,DEN,LAL,Ball Arena,119,107
2023-10-24,Golden State Warriors,Phoenix Suns,GSW,PHX,Chase Center,104,108
2023-10-25,Charlotte Hornets,Atlanta Hawks,CHA,ATL,Spectrum Center,116,110
2023-10-25,Indiana Pacers,Washington Wizards,IND,WAS,Gainbridge Fieldhouse,143,120
2023-10-25,New York Knicks,Boston Celtics,NYK,BOS,Madison Square Garden,104,108
2023-10-25,Orlando Magic,Houston Rockets,ORL,HOU,Amway Center,116,86
2023-10-25,Brooklyn Nets,Cleveland Cavaliers,BKN,CLE,Barclays Center,113,114
2023-10-25,Miami Heat,Detroit Pistons,MIA,DET,Kaseya Center,103,102
2023-10-25,Toronto Raptors,Minnesota Timberwolves,TOR,MIN,Scotiabank Arena,97,94
2023-10-25,Chicago Bulls,Oklahoma City Thunder,CHI,OKC,United Center,104,124
2023-10-25,Memphis Grizzlies,New Orleans Pelicans,MEM,NOP,FedExForum,104,111
2023-10-25,Utah Jazz,Sacramento Kings,UTA,SAC,Delta Center,114,130
2023-10-25,San Antonio Spurs,Dallas Mavericks,SAS,DAL,Frost Bank Center,119,126
2023-10-25,LA Clippers,Portland Trail Blazers,LAC,POR,Crypto.com Arena,123,111
2023-10-26,Milwaukee Bucks,Philadelphia 76ers,MIL,PHI,Fiserv Forum,118,117
2023-10-26,Los Angeles Lakers,Phoenix Suns,LAL,PHX,Crypto.com Arena,100,95
2023-10-27,Charlotte Hornets,Detroit Pistons,CHA,DET,Spectrum Center,99,111
2023-10-27,Memphis Grizzlies,Denver Nuggets,MEM,DEN,FedExForum,104,108
2023-10-27,Atlanta Hawks,New York Knicks,ATL,NYK,State Farm Arena,120,126
2023-10-27,Boston Celtics,Miami Heat,BOS,MIA,TD Garden,119,111
2023-10-27,Cleveland Cavaliers,Oklahoma City Thunder,CLE,OKC,Rocket Mortgage FieldHouse,105,108
2023-10-27,Chicago Bulls,Toronto Raptors,CHI,TOR,United Center,104,103
2023-10-27,San Antonio Spurs,Houston Rockets,SAS,HOU,Frost Bank Center,126,122
2023-10-27,Dallas Mavericks,Brooklyn Nets,DAL,BKN,American Airlines Center,125,120
2023-10-27,Utah Jazz,LA Clippers,UTA,LAC,Delta Center,120,118
2023-10-27,Portland Trail Blazers,Orlando Magic,POR,ORL,Moda Center,97,102
2023-10-27,Sacramento Kings,Golden State Warriors,SAC,GSW,Golden 1 Center,114,122
2023-10-28,Detroit Pistons,Chicago Bulls,DET,CHI,Little Caesars Arena,118,102
2023-10-28,Washington Wizards,Memphis Grizzlies,WAS,MEM,Capital One Arena,113,106
2023-10-28,New Orleans Pelicans,New York Knicks,NOP,NYK,Smoothie King Center,96,87
2023-10-28,Cleveland Cavaliers,Indiana Pacers,CLE,IND,Rocket Mortgage FieldHouse,113,125
2023-10-28,Toronto Raptors,Philadelphia 76ers,TOR,PHI,Scotiabank Arena,107,114
2023-10-28,Minnesota Timberwolves,Miami Heat,MIN,MIA,Target Center,106,90
2023-10-28,Phoenix Suns,Utah Jazz,PHX,UTA,Footprint Center,126,104
2023-10-29,Oklahoma City Thunder,Denver Nuggets,OKC,DEN,Paycom Center,95,128
2023-10-29,Houston Rockets,Golden State Warriors,HOU,GSW,Toyota Center,95,106
2023-10-29,Milwaukee Bucks,Atlanta Hawks,MIL,ATL,Fiserv Forum,110,127
2023-10-29,Philadelphia 76ers,Portland Trail Blazers,PHI,POR,Wells Fargo Center,126,98
2023-10-29,LA Clippers,San Antonio Spurs,LAC,SAS,Crypto.com Arena,123,83
2023-10-29,Sacramento Kings,Los Angeles Lakers,SAC,LAL,Golden 1 Center,132,127
2023-10-30,Charlotte Hornets,Brooklyn Nets,CHA,BKN,Spectrum Center,121,133
2023-10-30,Indiana Pacers,Chicago Bulls,IND,CHI,Gainbridge Fieldhouse,105,112
2023-10-30,Washington Wizards,Boston Celtics,WAS,BOS,Capital One Arena,107,126
2023-10-30,Atlanta Hawks,Minnesota Timberwolves,ATL,MIN,State Farm Arena,127,113
2023-10-30,Toronto Raptors,Portland Trail Blazers,TOR,POR,Scotiabank Arena,91,99
2023-10-30,Memphis Grizzlies,Dallas Mavericks,MEM,DAL,FedExForum,110,125
2023-10-30,Milwaukee Bucks,Miami Heat,MIL,MIA,Fiserv Forum,122,114
2023-10-30,New Orleans Pelicans,Golden State Warriors,NOP,GSW,Smoothie King Center,102,130
2023-10-30,Oklahoma City Thunder,Detroit Pistons,OKC,DET,Paycom Center,124,112
2023-10-30,Denver Nuggets,Utah Jazz,DEN,UTA,Ball Arena,110,102
2023-10-30,Los Angeles Lakers,Orlando Magic,LAL,ORL,Crypto.com Arena,106,103
2023-10-31,Cleveland Cavaliers,New York Knicks,CLE,NYK,Rocket Mortgage FieldHouse,91,109
2023-10-31,Phoenix Suns,San Antonio Spurs,PHX,SAS,Footprint Center,114,115
2023-10-31,LA Clippers,Orlando Magic,LAC,ORL,Crypto.com Arena,118,102
2023-11-01,Detroit Pistons,Portland Trail Blazers,DET,POR,Little Caesars Arena,101,110
2023-11-01,Toronto Raptors,Milwaukee Bucks,TOR,MIL,Scotiabank Arena,130,111
2023-11-01,Atlanta Hawks,Washington Wizards,ATL,WAS,State Farm Arena,130,121
2023-11-01,Boston Celtics,Indiana Pacers,BOS,IND,TD Garden,155,104
2023-11-01,Miami Heat,Brooklyn Nets,MIA,BKN,Kaseya Center,105,109
2023-11-01,New York Knicks,Cleveland Cavaliers,NYK,CLE,Madison Square Garden,89,95
2023-11-01,Oklahoma City Thunder,New Orleans Pelicans,OKC,NOP,Paycom Center,106,110
2023-11-01,Houston Rockets,Charlotte Hornets,HOU,CHA,Toyota Center,128,119
2023-11-01,Minnesota Timberwolves,Denver Nuggets,MIN,DEN,Target Center,110,89
2023-11-01,Dallas Mavericks,Chicago Bulls,DAL,CHI,American Airlines Center,114,105
2023-11-01,Utah Jazz,Memphis Grizzlies,UTA,MEM,Delta Center,133,109
2023-11-01,Golden State Warriors,Sacramento Kings,GSW,SAC,Chase Center,102,101
2023-11-01,Los Angeles Lakers,LA Clippers,LAL,LAC,Crypto.com Arena,130,125
2023-11-02,Philadelphia 76ers,Toronto Raptors,PHI,TOR,Wells Fargo Center,114,99
2023-11-02,New Orleans Pelicans,Detroit Pistons,NOP,DET,Smoothie King Center,125,116
2023-11-02,Utah Jazz,Orlando Magic,UTA,ORL,Delta Center,113,115
2023-11-02,Phoenix Suns,San Antonio Spurs,PHX,SAS,Footprint Center,121,132
2023-11-03,Indiana Pacers,Cleveland Cavaliers,IND,CLE,Gainbridge Fieldhouse,121,116
2023-11-03,Milwaukee Bucks,New York Knicks,MIL,NYK,Fiserv Forum,110,105
2023-11-03,Miami Heat,Washington Wizards,MIA,WAS,Kaseya Center,121,114
2023-11-03,Chicago Bulls,Brooklyn Nets,CHI,BKN,United Center,107,109
2023-11-03,Oklahoma City Thunder,Golden State Warriors,OKC,GSW,Paycom Center,139,141
2023-11-03,Denver Nuggets,Dallas Mavericks,DEN,DAL,Ball Arena,125,114
2023-11-03,Portland Trail Blazers,Memphis Grizzlies,POR,MEM,Moda Center,115,113
2023-11-04,Philadelphia 76ers,Phoenix Suns,PHI,PHX,Wells Fargo Center,112,100
2023-11-04,Indiana Pacers,Charlotte Hornets,IND,CHA,Gainbridge Fieldhouse,124,125
2023-11-04,Orlando Magic,Los Angeles Lakers,ORL,LAL,Amway Center,120,101
2023-11-04,New Orleans Pelicans,Atlanta Hawks,NOP,ATL,Smoothie King Center,105,123
2023-11-04,Brooklyn Nets,Boston Celtics,BKN,BOS,Barclays Center,114,124
2023-11-04,Houston Rockets,Sacramento Kings,HOU,SAC,Toyota Center,107,89
2023-11-04,Minnesota Timberwolves,Utah Jazz,MIN,UTA,Target Center,123,95
2023-11-04,Denver Nuggets,Chicago Bulls,DEN,CHI,Ball Arena,123,101
2023-11-05,Detroit Pistons,Phoenix Suns,DET,PHX,Little Caesars Arena,106,120
2023-11-05,San Antonio Spurs,Toronto Raptors,SAS,TOR,Frost Bank Center,116,123
2023-11-05,Cleveland Cavaliers,Golden State Warriors,CLE,GSW,Rocket Mortgage FieldHouse,115,104
2023-11-05,Dallas Mavericks,Charlotte Hornets,DAL,CHA,American Airlines Center,124,118
2023-11-05,Portland Trail Blazers,Memphis Grizzlies,POR,MEM,Moda Center,100,112
2023-11-06,Detroit Pistons,Golden State Warriors,DET,GSW,Little Caesars Arena,109,120
2023-11-06,Indiana Pacers,San Antonio Spurs,IND,SAS,Gainbridge Fieldhouse,152,111
2023-11-06,Orlando Magic,Dallas Mavericks,ORL,DAL,Amway Center,102,117
2023-11-06,Philadelphia 76ers,Washington Wizards,PHI,WAS,Wells Fargo Center,146,128
2023-11-06,Brooklyn Nets,Milwaukee Bucks,BKN,MIL,Barclays Center,125,129
2023-11-06,Miami Heat,Los Angeles Lakers,MIA,LAL,Kaseya Center,108,107
2023-11-06,New York Knicks,LA Clippers,NYK,LAC,Madison Square Garden,111,97
2023-11-06,Chicago Bulls,Utah Jazz,CHI,UTA,United Center,130,113
2023-11-06,Houston Rockets,Sacramento Kings,HOU,SAC,Toyota Center,122,97
2023-11-06,Minnesota Timberwolves,Boston Celtics,MIN,BOS,Target Center,114,109
2023-11-06,Oklahoma City Thunder,Atlanta Hawks,OKC,ATL,Paycom Center,126,117
2023-11-06,Denver Nuggets,New Orleans Pelicans,DEN,NOP,Ball Arena,134,116
2023-11-08,Charlotte Hornets,Washington Wizards,CHA,WAS,Spectrum Center,116,132
2023-11-08,Indiana Pacers,Utah Jazz,IND,UTA,Gainbridge Fieldhouse,134,118
2023-11-08,Philadelphia 76ers,Boston Celtics,PHI,BOS,Wells Fargo Center,106,103
2023-11-08,Brooklyn Nets,LA Clippers,BKN,LAC,Barclays Center,100,93
2023-11-08,New York Knicks,San Antonio Spurs,NYK,SAS,Madison Square Garden,126,105
2023-11-08,Chicago Bulls,Phoenix Suns,CHI,PHX,United Center,115,116
2023-11-08,Houston Rockets,Los Angeles Lakers,HOU,LAL,Toyota Center,128,94
2023-11-08,Memphis Grizzlies,Miami Heat,MEM,MIA,FedExForum,102,108
2023-11-08,Milwaukee Bucks,Detroit Pistons,MIL,DET,Fiserv Forum,120,118
2023-11-08,Minnesota Timberwolves,New Orleans Pelicans,MIN,NOP,Target Center,122,101
2023-11-08,Oklahoma City Thunder,Cleveland Cavaliers,OKC,CLE,Paycom Center,128,120
2023-11-08,Dallas Mavericks,Toronto Raptors,DAL,TOR,American Airlines Center,116,127
2023-11-08,Denver Nuggets,Golden State Warriors,DEN,GSW,Ball Arena,108,105
2023-11-08,Sacramento Kings,Portland Trail Blazers,SAC,POR,Golden 1 Center,121,118
2023-11-09,Indiana Pacers,Milwaukee Bucks,IND,MIL,Gainbridge Fieldhouse,126,124
2023-11-09,Orlando Magic,Atlanta Hawks,ORL,ATL,Arena CDMX,119,120
2023-11-10,Detroit Pistons,Philadelphia 76ers,DET,PHI,Little Caesars Arena,106,114
2023-11-10,Washington Wizards,Charlotte Hornets,WAS,CHA,Capital One Arena,117,124
2023-11-10,Boston Celtics,Brooklyn Nets,BOS,BKN,TD Garden,121,107
2023-11-10,Houston Rockets,New Orleans Pelicans,HOU,NOP,Toyota Center,104,101
2023-11-10,Memphis Grizzlies,Utah Jazz,MEM,UTA,FedExForum,121,127
2023-11-10,San Antonio Spurs,Minnesota Timberwolves,SAS,MIN,Frost Bank Center,110,117
2023-11-10,Dallas Mavericks,LA Clippers,DAL,LAC,American Airlines Center,144,126
2023-11-10,Phoenix Suns,Los Angeles Lakers,PHX,LAL,Footprint Center,119,122
2023-11-10,Sacramento Kings,Oklahoma City Thunder,SAC,OKC,Golden 1 Center,105,98
2023-11-11,Orlando Magic,Milwaukee Bucks,ORL,MIL,Amway Center,112,97
2023-11-11,Boston Celtics,Toronto Raptors,BOS,TOR,TD Garden,117,94
2023-11-11,Atlanta Hawks,Miami Heat,ATL,MIA,State Farm Arena,109,117
2023-11-11,Golden State Warriors,Cleveland Cavaliers,GSW,CLE,Chase Center,110,118
2023-11-12,New York Knicks,Charlotte Hornets,NYK,CHA,Madison Square Garden,129,107
2023-11-12,Brooklyn Nets,Washington Wizards,BKN,WAS,Barclays Center,102,94
2023-11-12,LA Clippers,Memphis Grizzlies,LAC,MEM,Crypto.com Arena,101,105
2023-11-12,Philadelphia 76ers,Indiana Pacers,PHI,IND,Wells Fargo Center,137,126
2023-11-12,Chicago Bulls,Detroit Pistons,CHI,DET,United Center,119,108
2023-11-12,Houston Rockets,Denver Nuggets,HOU,DEN,Toyota Center,107,104
2023-11-12,New Orleans Pelicans,Dallas Mavericks,NOP,DAL,Smoothie King Center,124,136
2023-11-12,San Antonio Spurs,Miami Heat,SAS,MIA,Frost Bank Center,113,118
2023-11-12,Phoenix Suns,Oklahoma City Thunder,PHX,OKC,Footprint Center,99,111
2023-11-12,Golden State Warriors,Minnesota Timberwolves,GSW,MIN,Chase Center,110,116
2023-11-12,Los Angeles Lakers,Portland Trail Blazers,LAL,POR,Crypto.com Arena,116,110
2023-11-13,Boston Celtics,New York Knicks,BOS,NYK,TD Garden,114,98
2023-11-13,Toronto Raptors,Washington Wizards,TOR,WAS,Scotiabank Arena,111,107
2023-11-13,Milwaukee Bucks,Chicago Bulls,MIL,CHI,Fiserv Forum,118,109
2023-11-13,Sacramento Kings,Cleveland Cavaliers,SAC,CLE,Golden 1 Center,132,120
2023-11-14,Charlotte Hornets,Miami Heat,CHA,MIA,Spectrum Center,105,111
2023-11-14,Detroit Pistons,Atlanta Hawks,DET,ATL,Little Caesars Arena,120,126
2023-11-14,Philadelphia 76ers,Indiana Pacers,PHI,IND,Wells Fargo Center,126,132
2023-11-14,Brooklyn Nets,Orlando Magic,BKN,ORL,Barclays Center,124,104
2023-11-14,Oklahoma City Thunder,San Antonio Spurs,OKC,SAS,Paycom Center,123,87
2023-11-14,New Orleans Pelicans,Dallas Mavericks,NOP,DAL,Smoothie King Center,131,110
2023-11-14,Utah Jazz,Portland Trail Blazers,UTA,POR,Delta Center,115,99
2023-11-14,Denver Nuggets,LA Clippers,DEN,LAC,Ball Arena,111,108
2023-11-14,Golden State Warriors,Minnesota Timberwolves,GSW,MIN,Chase Center,101,104
2023-11-14,Los Angeles Lakers,Memphis Grizzlies,LAL,MEM,Crypto.com Arena,134,107
2023-11-15,Washington Wizards,Dallas Mavericks,WAS,DAL,Capital One Arena,117,130
2023-11-15,Atlanta Hawks,New York Knicks,ATL,NYK,State Farm Arena,114,116
2023-11-15,Philadelphia 76ers,Boston Celtics,PHI,BOS,Wells Fargo Center,107,117
2023-11-15,Toronto Raptors,Milwaukee Bucks,TOR,MIL,Scotiabank Arena,112,128
2023-11-15,Chicago Bulls,Orlando Magic,CHI,ORL,United Center,94,96
2023-11-15,Phoenix Suns,Minnesota Timberwolves,PHX,MIN,Footprint Center,133,115
2023-11-15,Los Angeles Lakers,Sacramento Kings,LAL,SAC,Crypto.com Arena,110,125
2023-11-15,Portland Trail Blazers,Cleveland Cavaliers,POR,CLE,Moda Center,95,109
2023-11-16,Miami Heat,Brooklyn Nets,MIA,BKN,Kaseya Center,122,115
2023-11-16,Golden State Warriors,Oklahoma City Thunder,GSW,OKC,Chase Center,109,128
2023-11-17,Charlotte Hornets,Milwaukee Bucks,CHA,MIL,Spectrum Center,99,130
2023-11-17,Washington Wizards,New York Knicks,WAS,NYK,Capital One Arena,99,120
2023-11-17,Atlanta Hawks,Philadelphia 76ers,ATL,PHI,State Farm Arena,116,126
2023-11-17,Cleveland Cavaliers,Detroit Pistons,CLE,DET,Rocket Mortgage FieldHouse,108,100
2023-11-17,Toronto Raptors,Boston Celtics,TOR,BOS,Scotiabank Arena,105,108
2023-11-17,San Antonio Spurs,Sacramento Kings,SAS,SAC,Frost Bank Center,120,129
2023-11-17,Chicago Bulls,Orlando Magic,CHI,ORL,United Center,97,103
2023-11-17,New Orleans Pelicans,Denver Nuggets,NOP,DEN,Smoothie King Center,115,110
2023-11-17,Utah Jazz,Phoenix Suns,UTA,PHX,Delta Center,128,131
2023-11-17,Portland Trail Blazers,Los Angeles Lakers,POR,LAL,Moda Center,95,107
2023-11-17,LA Clippers,Houston Rockets,LAC,HOU,Crypto.com Arena,106,100
2023-11-18,Charlotte Hornets,New York Knicks,CHA,NYK,Spectrum Center,108,122
2023-11-18,New Orleans Pelicans,Minnesota Timberwolves,NOP,MIN,Smoothie King Center,120,121
2023-11-18,Chicago Bulls,Miami Heat,CHI,MIA,United Center,102,97
2023-11-18,Milwaukee Bucks,Dallas Mavericks,MIL,DAL,Fiserv Forum,132,125
2023-11-18,San Antonio Spurs,Memphis Grizzlies,SAS,MEM,Frost Bank Center,108,120
2023-11-18,Golden State Warriors,Oklahoma City Thunder,GSW,OKC,Chase Center,123,130
2023-11-19,Brooklyn Nets,Philadelphia 76ers,BKN,PHI,Barclays Center,99,121
2023-11-19,Toronto Raptors,Detroit Pistons,TOR,DET,Scotiabank Arena,142,113
2023-11-19,Indiana Pacers,Orlando Magic,IND,ORL,Gainbridge Fieldhouse,116,128
2023-11-19,Cleveland Cavaliers,Denver Nuggets,CLE,DEN,Rocket Mortgage FieldHouse,121,109
2023-11-19,Dallas Mavericks,Sacramento Kings,DAL,SAC,American Airlines Center,113,129
2023-11-19,Memphis Grizzlies,Boston Celtics,MEM,BOS,FedExForum,100,102
2023-11-19,Utah Jazz,Phoenix Suns,UTA,PHX,Delta Center,137,140
2023-11-19,Portland Trail Blazers,Oklahoma City Thunder,POR,OKC,Moda Center,91,134
2023-11-19,Los Angeles Lakers,Houston Rockets,LAL,HOU,Crypto.com Arena,105,104
2023-11-20,Charlotte Hornets,Boston Celtics,CHA,BOS,Spectrum Center,121,118
2023-11-20,Detroit Pistons,Denver Nuggets,DET,DEN,Little Caesars Arena,103,107
2023-11-20,Washington Wizards,Milwaukee Bucks,WAS,MIL,Capital One Arena,129,142
2023-11-20,Chicago Bulls,Miami Heat,CHI,MIA,United Center,100,118
2023-11-20,Minnesota Timberwolves,New York Knicks,MIN,NYK,Target Center,117,100
2023-11-20,New Orleans Pelicans,Sacramento Kings,NOP,SAC,Smoothie King Center,129,93
2023-11-20,San Antonio Spurs,LA Clippers,SAS,LAC,Frost Bank Center,99,124
2023-11-20,Golden State Warriors,Houston Rockets,GSW,HOU,Chase Center,121,116
2023-11-21,Orlando Magic,Toronto Raptors,ORL,TOR,Amway Center,126,107
2023-11-21,Atlanta Hawks,Indiana Pacers,ATL,IND,State Farm Arena,152,157
2023-11-21,Philadelphia 76ers,Cleveland Cavaliers,PHI,CLE,Wells Fargo Center,119,122
2023-11-21,Phoenix Suns,Portland Trail Blazers,PHX,POR,Footprint Center,120,107
2023-11-21,Los Angeles Lakers,Utah Jazz,LAL,UTA,Crypto.com Arena,131,99
2023-11-22,Charlotte Hornets,Washington Wizards,CHA,WAS,Spectrum Center,117,114
2023-11-22,Orlando Magic,Denver Nuggets,ORL,DEN,Amway Center,124,119
2023-11-22,Atlanta Hawks,Brooklyn Nets,ATL,BKN,State Farm Arena,147,145
2023-11-22,Boston Celtics,Milwaukee Bucks,BOS,MIL,TD Garden,119,116
2023-11-22,Cleveland Cavaliers,Miami Heat,CLE,MIA,Rocket Mortgage FieldHouse,96,129
2023-11-22,Indiana Pacers,Toronto Raptors,IND,TOR,Gainbridge Fieldhouse,131,132
2023-11-22,Houston Rockets,Memphis Grizzlies,HOU,MEM,Toyota Center,111,91
2023-11-22,Minnesota Timberwolves,Philadelphia 76ers,MIN,PHI,Target Center,112,99
2023-11-22,New Orleans Pelicans,Sacramento Kings,NOP,SAC,Smoothie King Center,117,112
2023-11-22,Oklahoma City Thunder,Chicago Bulls,OKC,CHI,Paycom Center,116,102
2023-11-22,San Antonio Spurs,LA Clippers,SAS,LAC,Frost Bank Center,102,109
2023-11-22,Phoenix Suns,Golden State Warriors,PHX,GSW,Footprint Center,123,115
2023-11-22,Portland Trail Blazers,Utah Jazz,POR,UTA,Moda Center,121,105
2023-11-22,Los Angeles Lakers,Dallas Mavericks,LAL,DAL,Crypto.com Arena,101,104
2023-11-24,Orlando Magic,Boston Celtics,ORL,BOS,Amway Center,113,96
2023-11-24,Memphis Grizzlies,Phoenix Suns,MEM,PHX,FedExForum,89,110
2023-11-24,New York Knicks,Miami Heat,NYK,MIA,Madison Square Garden,100,98
2023-11-24,Toronto Raptors,Chicago Bulls,TOR,CHI,Scotiabank Arena,121,108
2023-11-24,Indiana Pacers,Detroit Pistons,IND,DET,Gainbridge Fieldhouse,136,113
2023-11-24,Houston Rockets,Denver Nuggets,HOU,DEN,Toyota Center,105,86
2023-11-24,Milwaukee Bucks,Washington Wizards,MIL,WAS,Fiserv Forum,131,128
2023-11-24,Minnesota Timberwolves,Sacramento Kings,MIN,SAC,Target Center,111,124
2023-11-24,Golden State Warriors,San Antonio Spurs,GSW,SAS,Chase Center,118,112
2023-11-24,LA Clippers,New Orleans Pelicans,LAC,NOP,Crypto.com Arena,106,116
2023-11-25,Oklahoma City Thunder,Philadelphia 76ers,OKC,PHI,Paycom Center,123,127
2023-11-25,Brooklyn Nets,Miami Heat,BKN,MIA,Barclays Center,112,97
2023-11-25,Washington Wizards,Atlanta Hawks,WAS,ATL,Capital One Arena,108,136
2023-11-25,Cleveland Cavaliers,Los Angeles Lakers,CLE,LAL,Rocket Mortgage FieldHouse,115,121
2023-11-25,Utah Jazz,New Orleans Pelicans,UTA,NOP,Delta Center,105,100
2023-11-25,LA Clippers,Dallas Mavericks,LAC,DAL,Crypto.com Arena,107,88
2023-11-26,Milwaukee Bucks,Portland Trail Blazers,MIL,POR,Fiserv Forum,108,102
2023-11-26,Boston Celtics,Atlanta Hawks,BOS,ATL,TD Garden,113,103
2023-11-26,New York Knicks,Phoenix Suns,NYK,PHX,Madison Square Garden,113,116
2023-11-26,Orlando Magic,Charlotte Hornets,ORL,CHA,Amway Center,130,117
2023-11-26,Memphis Grizzlies,Minnesota Timberwolves,MEM,MIN,FedExForum,97,119
2023-11-26,Brooklyn Nets,Chicago Bulls,BKN,CHI,Barclays Center,118,109
2023-11-26,Cleveland Cavaliers,Toronto Raptors,CLE,TOR,Rocket Mortgage FieldHouse,105,102
2023-11-26,Denver Nuggets,San Antonio Spurs,DEN,SAS,Ball Arena,132,120
2023-11-27,Detroit Pistons,Washington Wizards,DET,WAS,Little Caesars Arena,107,126
2023-11-27,Indiana Pacers,Portland Trail Blazers,IND,POR,Gainbridge Fieldhouse,110,114
2023-11-27,Philadelphia 76ers,Los Angeles Lakers,PHI,LAL,Wells Fargo Center,138,94
2023-11-27,Utah Jazz,New Orleans Pelicans,UTA,NOP,Delta Center,114,112
2023-11-27,LA Clippers,Denver Nuggets,LAC,DEN,Crypto.com Arena,104,113
2023-11-28,Boston Celtics,Chicago Bulls,BOS,CHI,TD Garden,124,97
2023-11-28,Brooklyn Nets,Toronto Raptors,BKN,TOR,Barclays Center,115,103
2023-11-28,Cleveland Cavaliers,Atlanta Hawks,CLE,ATL,Rocket Mortgage FieldHouse,128,105
2023-11-28,Miami Heat,Milwaukee Bucks,MIA,MIL,Kaseya Center,124,131
2023-11-28,New York Knicks,Charlotte Hornets,NYK,CHA,Madison Square Garden,115,91
2023-11-28,Minnesota Timberwolves,Oklahoma City Thunder,MIN,OKC,Target Center,106,103
2023-11-28,Dallas Mavericks,Houston Rockets,DAL,HOU,American Airlines Center,121,115
2023-11-28,Sacramento Kings,Golden State Warriors,SAC,GSW,Golden 1 Center,124,123
2023-11-29,Detroit Pistons,Los Angeles Lakers,DET,LAL,Little Caesars Arena,107,133
2023-11-29,Orlando Magic,Washington Wizards,ORL,WAS,Amway Center,139,120
2023-11-29,Toronto Raptors,Phoenix Suns,TOR,PHX,Scotiabank Arena,112,105
2023-11-29,Memphis Grizzlies,Utah Jazz,MEM,UTA,FedExForum,105,91
2023-11-29,New Orleans Pelicans,Philadelphia 76ers,NOP,PHI,Smoothie King Center,124,114
2023-11-29,Denver Nuggets,Houston Rockets,DEN,HOU,Ball Arena,134,124
2023-11-29,Sacramento Kings,LA Clippers,SAC,LAC,Golden 1 Center,117,131
2023-11-30,Cleveland Cavaliers,Portland Trail Blazers,CLE,POR,Rocket Mortgage FieldHouse,95,103
2023-11-30,Brooklyn Nets,Charlotte Hornets,BKN,CHA,Barclays Center,128,129
2023-11-30,Miami Heat,Indiana Pacers,MIA,IND,Kaseya Center,142,132
2023-11-30,New York Knicks,Detroit Pistons,NYK,DET,Madison Square Garden,118,112
2023-11-30,Chicago Bulls,Milwaukee Bucks,CHI,MIL,United Center,120,113
2023-11-30,Minnesota Timberwolves,Utah Jazz,MIN,UTA,Target Center,101,90
2023-11-30,Oklahoma City Thunder,Los Angeles Lakers,OKC,LAL,Paycom Center,133,110
2023-11-30,San Antonio Spurs,Atlanta Hawks,SAS,ATL,Frost Bank Center,135,137
2023-11-30,Golden State Warriors,LA Clippers,GSW,LAC,Chase Center,120,114
2023-12-01,Orlando Magic,Washington Wizards,ORL,WAS,Amway Center,130,125
2023-12-01,Boston Celtics,Philadelphia 76ers,BOS,PHI,TD Garden,125,119
2023-12-01,Toronto Raptors,New York Knicks,TOR,NYK,Scotiabank Arena,106,119
2023-12-01,Dallas Mavericks,Memphis Grizzlies,DAL,MEM,American Airlines Center,94,108
2023-12-01,New Orleans Pelicans,San Antonio Spurs,NOP,SAS,Smoothie King Center,121,106
2023-12-01,Phoenix Suns,Denver Nuggets,PHX,DEN,Footprint Center,111,119
2023-12-02,LA Clippers,Golden State Warriors,LAC,GSW,Crypto.com Arena,113,112
2023-12-02,Charlotte Hornets,Minnesota Timberwolves,CHA,MIN,Spectrum Center,117,123
2023-12-02,Brooklyn Nets,Orlando Magic,BKN,ORL,Barclays Center,129,101
2023-12-02,Detroit Pistons,Cleveland Cavaliers,DET,CLE,Little Caesars Arena,101,110
2023-12-02,Miami Heat,Indiana Pacers,MIA,IND,Kaseya Center,129,144
2023-12-02,Chicago Bulls,New Orleans Pelicans,CHI,NOP,United Center,124,118
2023-12-02,Milwaukee Bucks,Atlanta Hawks,MIL,ATL,Fiserv Forum,132,121
2023-12-02,Dallas Mavericks,Oklahoma City Thunder,DAL,OKC,American Airlines Center,120,126
2023-12-02,Phoenix Suns,Memphis Grizzlies,PHX,MEM,Footprint Center,116,109
2023-12-02,Utah Jazz,Portland Trail Blazers,UTA,POR,Delta Center,118,113
2023-12-02,Sacramento Kings,Denver Nuggets,SAC,DEN,Golden 1 Center,123,117
2023-12-02,Los Angeles Lakers,Houston Rockets,LAL,HOU,Crypto.com Arena,107,97
2023-12-04,Indiana Pacers,Boston Celtics,IND,BOS,Gainbridge Fieldhouse,122,112
2023-12-04,Sacramento Kings,New Orleans Pelicans,SAC,NOP,Golden 1 Center,117,127
2023-12-05,Milwaukee Bucks,New York Knicks,MIL,NYK,Fiserv Forum,146,122
2023-12-05,Los Angeles Lakers,Phoenix Suns,LAL,PHX,Crypto.com Arena,106,103
